Column1,Column2,Column3
-157,67,111.02
-157,68,194.6
-157,69,199.109
-157,70,191.242
-157,71,189.994
-157,72,188.817
-157,73,128.956
-157,74,116.549
-157,75,121.481
-157,76,94.286
-157,77,155.543
-157,78,157.875
-157,79,103.211
-157,80,100.205
-157,81,81.539
-157,82,92.898
-157,83,130.041
-157,84,116.181
-157,85,115.511
-157,86,111.752
-157,87,136.564
-157,88,159.838
-157,89,101.416
-157,90,71.848
-156,-90,261.401
-156,-89,245.964
-156,-88,168.978
-156,-87,100.541
-156,-86,53.055
-156,-85,55.971
-156,-84,36.086
-156,-83,40.875
-156,-82,42.615
-156,-81,43.315
-156,-80,45.838
-156,-79,53.028
-156,-78,45.881
-156,-77,37.85
-156,-76,55.339
-156,-75,62.25
-156,-74,63.31
-156,-73,59.503
-156,-72,58.256
-156,-71,60.724
-156,-70,61.762
-156,-69,53.634
-156,-68,58.709
-156,-67,44.493
-156,-66,39.503
-156,-65,38.081
-156,-64,34.457
-156,-63,27.457
-156,-62,29.846
-156,-61,35.412
-156,-60,40.32
-156,-59,47.436
-156,-58,40.233
-156,-57,40.159
-156,-56,39.197
-156,-55,41.541
-156,-54,48.186
-156,-53,43.246
-156,-52,70.229
-156,-51,78.999
-156,-50,94.657
-156,-49,99.06
-156,-48,97.29
-156,-47,101.988
-156,-46,102.82
-156,-45,100.007
-156,-44,92.153
-156,-43,89.988
-156,-42,92.006
-156,-41,94.16
-156,-40,99.266
-156,-39,100.875
-156,-38,96.535
-156,-37,80.632
-156,-36,84.645
-156,-35,92.004
-156,-34,103.473
-156,-33,105.017
-156,-32,96.674
-156,-31,96.714
-156,-30,96.664
-156,-29,99.987
-156,-28,103.428
-156,-27,109.848
-156,-26,107.303
-156,-25,96.303
-156,-24,90.175
-156,-23,84.835
-156,-22,74.92
-156,-21,74.48
-156,-20,77.584
-156,-19,89.087
-156,-18,89.624
-156,-17,75.958
-156,-16,78.573
-156,-15,64.419
-156,-14,89.403
-156,-13,87.019
-156,-12,87.94
-156,-11,92.094
-156,-10,95.924
-156,-9,95.634
-156,-8,97.284
-156,-7,92.373
-156,-6,83.291
-156,-5,75.384
-156,-4,67.515
-156,-3,72.397
-156,-2,83.265
-156,-1,95.088
-156,0,97.744
-156,1,107.967
-156,2,115.646
-156,3,115.991
-156,4,120.094
-156,5,127.9
-156,6,126.332
-156,7,134.136
-156,8,129.684
-156,9,121.632
-156,10,100.977
-156,11,97.769
-156,12,91.372
-156,13,82.87
-156,14,75.529
-156,15,77.915
-156,16,62.832
-156,17,60.549
-156,18,51.287
-156,19,60.034
-156,20,68.986
-156,21,64.801
-156,22,78.038
-156,23,74.75
-156,24,66.885
-156,25,79.509
-156,26,88.885
-156,27,106.349
-156,28,121.744
-156,29,121.014
-156,30,112.86
-156,31,106
-156,32,99.422
-156,33,91.668
-156,34,83.168
-156,35,66.329
-156,36,47.435
-156,37,58.017
-156,38,74.33
-156,39,88.539
-156,40,87.221
-156,41,79.729
-156,42,81.141
-156,43,77.758
-156,44,80.137
-156,45,74.88
-156,46,83.85
-156,47,86.788
-156,48,84.822
-156,49,93.371
-156,50,95.438
-156,51,85.641
-156,52,80.151
-156,53,72.467
-156,54,30.153
-156,55,18.932
-156,56,40.493
-156,57,111.532
-156,58,88.272
-156,59,50.08
-156,60,64.422
-156,61,79.338
-156,62,60.056
-156,63,51.735
-156,64,50.485
-156,65,48.339
-156,66,52.416
-156,67,99.205
-156,68,196.556
-156,69,192.975
-156,70,196.216
-156,71,195.727
-156,72,188.923
-156,73,142.089
-156,74,115.24
-156,75,104.849
-156,76,98.75
-156,77,142.739
-156,78,151.922
-156,79,101.226
-156,80,92.673
-156,81,83.09
-156,82,94.323
-156,83,128.402
-156,84,115.781
-156,85,114.384
-156,86,110.473
-156,87,137.824
-156,88,159.65
-156,89,101.329
-156,90,71.848
-155,-90,261.222
-155,-89,245.96
-155,-88,169.146
-155,-87,99.45
-155,-86,54.141
-155,-85,59.62
-155,-84,37.239
-155,-83,40.207
-155,-82,41.557
-155,-81,42.273
-155,-80,48.548
-155,-79,54.396
-155,-78,43.516
-155,-77,33.887
-155,-76,50.606
-155,-75,61.072
-155,-74,63.667
-155,-73,56.378
-155,-72,54.644
-155,-71,61.112
-155,-70,62.229
-155,-69,54.391
-155,-68,56.949
-155,-67,50.887
-155,-66,42.371
-155,-65,40.018
-155,-64,37.43
-155,-63,31.051
-155,-62,34.301
-155,-61,40.09
-155,-60,43.95
-155,-59,48.94
-155,-58,38.36
-155,-57,42.388
-155,-56,36.921
-155,-55,41.641
-155,-54,49.378
-155,-53,46.349
-155,-52,56.523
-155,-51,59.316
-155,-50,78.58
-155,-49,82.16
-155,-48,80.87
-155,-47,94.069
-155,-46,104.851
-155,-45,103.823
-155,-44,103.55
-155,-43,104.019
-155,-42,107.096
-155,-41,107.895
-155,-40,114.143
-155,-39,116.901
-155,-38,109.427
-155,-37,83.757
-155,-36,82.119
-155,-35,94.567
-155,-34,109.798
-155,-33,112.351
-155,-32,105.706
-155,-31,100.868
-155,-30,99.199
-155,-29,102.324
-155,-28,108.977
-155,-27,115.098
-155,-26,114.986
-155,-25,109.307
-155,-24,102.847
-155,-23,93.438
-155,-22,84.243
-155,-21,75.831
-155,-20,73.586
-155,-19,84.889
-155,-18,76.614
-155,-17,75.287
-155,-16,74.357
-155,-15,60.583
-155,-14,86.563
-155,-13,91.549
-155,-12,87.072
-155,-11,83.146
-155,-10,86.225
-155,-9,81.866
-155,-8,86.318
-155,-7,85.697
-155,-6,82.47
-155,-5,78.117
-155,-4,74.487
-155,-3,82.03
-155,-2,82.533
-155,-1,88.539
-155,0,92.761
-155,1,98.975
-155,2,109.928
-155,3,112.979
-155,4,122.741
-155,5,130.39
-155,6,131.835
-155,7,133.35
-155,8,122.247
-155,9,99.634
-155,10,86.951
-155,11,84.614
-155,12,80.888
-155,13,77.588
-155,14,68.506
-155,15,72.298
-155,16,78.599
-155,17,69.868
-155,18,56.736
-155,19,62.233
-155,20,73.484
-155,21,77.955
-155,22,81.814
-155,23,84.121
-155,24,83.061
-155,25,84.677
-155,26,90.165
-155,27,104.998
-155,28,114.699
-155,29,118.464
-155,30,114.579
-155,31,109.841
-155,32,102.55
-155,33,93.974
-155,34,86.661
-155,35,74.715
-155,36,63.783
-155,37,71.889
-155,38,62.585
-155,39,77.109
-155,40,90.202
-155,41,78.959
-155,42,81.393
-155,43,75.162
-155,44,83.034
-155,45,78.737
-155,46,87.622
-155,47,79.389
-155,48,85.985
-155,49,91.959
-155,50,87.257
-155,51,75.062
-155,52,67.291
-155,53,60.348
-155,54,31.204
-155,55,31.348
-155,56,49.65
-155,57,88.818
-155,58,116.231
-155,59,59.431
-155,60,97.285
-155,61,118.649
-155,62,53.686
-155,63,53.085
-155,64,50.253
-155,65,49.994
-155,66,49.763
-155,67,125.987
-155,68,201.529
-155,69,186.865
-155,70,198.028
-155,71,196.131
-155,72,189.354
-155,73,155.32
-155,74,109.592
-155,75,88.314
-155,76,90.468
-155,77,124.923
-155,78,136.768
-155,79,101.008
-155,80,85.141
-155,81,85.095
-155,82,95.747
-155,83,127.015
-155,84,115.382
-155,85,113.253
-155,86,109.194
-155,87,139.084
-155,88,159.462
-155,89,99.487
-155,90,71.848
-154,-90,261.042
-154,-89,245.956
-154,-88,169.313
-154,-87,98.36
-154,-86,50.02
-154,-85,59.863
-154,-84,38.393
-154,-83,39.539
-154,-82,40.498
-154,-81,43.88
-154,-80,51.259
-154,-79,57.012
-154,-78,41.151
-154,-77,30.043
-154,-76,44.996
-154,-75,59.894
-154,-74,63.748
-154,-73,55.741
-154,-72,53.516
-154,-71,61.82
-154,-70,62.585
-154,-69,56.895
-154,-68,55.19
-154,-67,52.719
-154,-66,45.432
-154,-65,41.902
-154,-64,40.272
-154,-63,35.166
-154,-62,38.558
-154,-61,45.413
-154,-60,46.478
-154,-59,47.937
-154,-58,36.269
-154,-57,45.24
-154,-56,33.587
-154,-55,40.944
-154,-54,42.464
-154,-53,53.618
-154,-52,55.133
-154,-51,57.974
-154,-50,66.951
-154,-49,73.669
-154,-48,68.524
-154,-47,87.15
-154,-46,101.074
-154,-45,106.48
-154,-44,108.398
-154,-43,116.347
-154,-42,122.381
-154,-41,121.533
-154,-40,126.875
-154,-39,130.01
-154,-38,116.696
-154,-37,90.434
-154,-36,84.27
-154,-35,96.57
-154,-34,109.556
-154,-33,112.53
-154,-32,113.849
-154,-31,104.58
-154,-30,95.324
-154,-29,99.706
-154,-28,105.896
-154,-27,112.83
-154,-26,116.347
-154,-25,114.919
-154,-24,104.948
-154,-23,95.883
-154,-22,85.752
-154,-21,71.962
-154,-20,66.801
-154,-19,76.182
-154,-18,61.283
-154,-17,66.447
-154,-16,61.911
-154,-15,70.448
-154,-14,80.308
-154,-13,91.862
-154,-12,85.229
-154,-11,77.137
-154,-10,78.332
-154,-9,71.51
-154,-8,79.153
-154,-7,83.001
-154,-6,80.543
-154,-5,80.889
-154,-4,82.613
-154,-3,85.343
-154,-2,84.769
-154,-1,85.707
-154,0,86.694
-154,1,90.041
-154,2,101.441
-154,3,106.129
-154,4,118.763
-154,5,126.639
-154,6,121.816
-154,7,123.647
-154,8,107.095
-154,9,89.332
-154,10,79.415
-154,11,79.588
-154,12,72.789
-154,13,68.424
-154,14,79.777
-154,15,92.858
-154,16,96.461
-154,17,84.641
-154,18,77.138
-154,19,78.472
-154,20,84.982
-154,21,81.183
-154,22,86.628
-154,23,91.11
-154,24,89.114
-154,25,84.138
-154,26,87.743
-154,27,90.387
-154,28,98.508
-154,29,112.474
-154,30,116.119
-154,31,115.462
-154,32,111.057
-154,33,101.157
-154,34,91.674
-154,35,82.801
-154,36,77.315
-154,37,78.645
-154,38,72.939
-154,39,74.279
-154,40,83.321
-154,41,77.265
-154,42,77.827
-154,43,74.735
-154,44,81.392
-154,45,78.767
-154,46,82.868
-154,47,83.665
-154,48,92.221
-154,49,89.905
-154,50,79.354
-154,51,67.002
-154,52,63.798
-154,53,65.08
-154,54,33.055
-154,55,44.193
-154,56,62.296
-154,57,63.493
-154,58,98.512
-154,59,87.801
-154,60,146.564
-154,61,148.838
-154,62,53.374
-154,63,56.916
-154,64,52.173
-154,65,54.457
-154,66,51.906
-154,67,149.039
-154,68,192.043
-154,69,189.512
-154,70,196.142
-154,71,195.412
-154,72,189.961
-154,73,168.686
-154,74,105.603
-154,75,93.311
-154,76,87.681
-154,77,109.337
-154,78,119.064
-154,79,100.79
-154,80,91.379
-154,81,87.022
-154,82,98.613
-154,83,125.629
-154,84,114.982
-154,85,113.254
-154,86,107.915
-154,87,140.344
-154,88,159.275
-154,89,99.512
-154,90,71.848
-153,-90,260.862
-153,-89,245.952
-153,-88,169.48
-153,-87,97.27
-153,-86,46.726
-153,-85,60.107
-153,-84,39.546
-153,-83,38.871
-153,-82,39.602
-153,-81,44.955
-153,-80,53.969
-153,-79,61.972
-153,-78,42.082
-153,-77,31.515
-153,-76,39.385
-153,-75,58.458
-153,-74,61.958
-153,-73,55.105
-153,-72,54.489
-153,-71,62.554
-153,-70,64.446
-153,-69,59.4
-153,-68,57.037
-153,-67,54.008
-153,-66,48.638
-153,-65,44.091
-153,-64,43.088
-153,-63,40.149
-153,-62,42.829
-153,-61,44.863
-153,-60,46.921
-153,-59,45.771
-153,-58,35.664
-153,-57,48.242
-153,-56,32.533
-153,-55,36.934
-153,-54,34.611
-153,-53,55.771
-153,-52,54.145
-153,-51,58.641
-153,-50,71.229
-153,-49,74.034
-153,-48,67.912
-153,-47,80.752
-153,-46,94.452
-153,-45,98.357
-153,-44,110.031
-153,-43,120.678
-153,-42,133.958
-153,-41,133.524
-153,-40,133.868
-153,-39,131.628
-153,-38,117.954
-153,-37,102.794
-153,-36,97.702
-153,-35,98.73
-153,-34,113.748
-153,-33,124.988
-153,-32,128.926
-153,-31,111.171
-153,-30,93.779
-153,-29,89.469
-153,-28,91.506
-153,-27,97.916
-153,-26,105.622
-153,-25,108.915
-153,-24,95.155
-153,-23,85.151
-153,-22,76.741
-153,-21,67.683
-153,-20,59.75
-153,-19,66.468
-153,-18,59.657
-153,-17,71.271
-153,-16,55.689
-153,-15,65.664
-153,-14,73.688
-153,-13,88.206
-153,-12,83.808
-153,-11,75.383
-153,-10,75.169
-153,-9,65.739
-153,-8,71.352
-153,-7,76.495
-153,-6,82.311
-153,-5,87.989
-153,-4,86.787
-153,-3,86.144
-153,-2,88.187
-153,-1,86.543
-153,0,86.524
-153,1,84.504
-153,2,91.433
-153,3,99.947
-153,4,114.131
-153,5,116.114
-153,6,105.794
-153,7,108.853
-153,8,92.038
-153,9,80.251
-153,10,77.094
-153,11,77.521
-153,12,78.976
-153,13,80.089
-153,14,94.403
-153,15,102.715
-153,16,108.149
-153,17,101.967
-153,18,101.285
-153,19,78.927
-153,20,86.913
-153,21,89.205
-153,22,82.32
-153,23,87.54
-153,24,87.448
-153,25,84.081
-153,26,81.544
-153,27,85.125
-153,28,96.922
-153,29,112.782
-153,30,117.085
-153,31,113.195
-153,32,106.271
-153,33,98.614
-153,34,90.862
-153,35,83.281
-153,36,77.867
-153,37,74.72
-153,38,75.044
-153,39,76.573
-153,40,79.408
-153,41,73.151
-153,42,71.606
-153,43,72.27
-153,44,76.6
-153,45,76.473
-153,46,78.868
-153,47,85.474
-153,48,91.564
-153,49,84.892
-153,50,72.008
-153,51,59.467
-153,52,57.498
-153,53,62.365
-153,54,47.817
-153,55,51.51
-153,56,71.041
-153,57,60.134
-153,58,61.912
-153,59,92.426
-153,60,167.517
-153,61,150.762
-153,62,66.642
-153,63,59.407
-153,64,55.828
-153,65,57.872
-153,66,52.061
-153,67,127.287
-153,68,135.532
-153,69,195.593
-153,70,192.566
-153,71,195.953
-153,72,186.642
-153,73,163.478
-153,74,104.179
-153,75,97.008
-153,76,89.828
-153,77,93.752
-153,78,101.359
-153,79,105.663
-153,80,97.87
-153,81,89.009
-153,82,101.304
-153,83,124.242
-153,84,114.441
-153,85,113.256
-153,86,106.636
-153,87,141.603
-153,88,159.087
-153,89,99.537
-153,90,71.848
-152,-90,260.682
-152,-89,245.948
-152,-88,166.286
-152,-87,96.179
-152,-86,45.436
-152,-85,60.35
-152,-84,41.062
-152,-83,38.204
-152,-82,39.001
-152,-81,46.279
-152,-80,56.679
-152,-79,66.933
-152,-78,46.934
-152,-77,33.647
-152,-76,33.771
-152,-75,56.049
-152,-74,60.143
-152,-73,59.975
-152,-72,56.052
-152,-71,63.278
-152,-70,66.113
-152,-69,61.53
-152,-68,59.662
-152,-67,55.846
-152,-66,52.02
-152,-65,46.333
-152,-64,44.637
-152,-63,44.84
-152,-62,40.813
-152,-61,36.293
-152,-60,46.679
-152,-59,42.969
-152,-58,35.45
-152,-57,48.258
-152,-56,34.409
-152,-55,34.414
-152,-54,39.082
-152,-53,58.24
-152,-52,56.861
-152,-51,64.951
-152,-50,73.489
-152,-49,66.252
-152,-48,71.361
-152,-47,77.898
-152,-46,80.095
-152,-45,87.761
-152,-44,104.445
-152,-43,121.931
-152,-42,137.336
-152,-41,139.285
-152,-40,133.406
-152,-39,125.866
-152,-38,119.585
-152,-37,114.989
-152,-36,108.872
-152,-35,113.004
-152,-34,129.506
-152,-33,142.695
-152,-32,146.433
-152,-31,121.212
-152,-30,92.212
-152,-29,90.615
-152,-28,83.983
-152,-27,76.047
-152,-26,87.767
-152,-25,96.168
-152,-24,79.341
-152,-23,69.63
-152,-22,72.933
-152,-21,60.032
-152,-20,52.14
-152,-19,54.537
-152,-18,54.326
-152,-17,61.824
-152,-16,56.714
-152,-15,55.047
-152,-14,68.997
-152,-13,82.515
-152,-12,81.709
-152,-11,76.734
-152,-10,74.131
-152,-9,66.121
-152,-8,69.811
-152,-7,103.965
-152,-6,84.796
-152,-5,93.764
-152,-4,93.736
-152,-3,87.618
-152,-2,85.51
-152,-1,87.132
-152,0,88.305
-152,1,82.632
-152,2,84.2
-152,3,92.459
-152,4,104.294
-152,5,98.903
-152,6,88.412
-152,7,90.281
-152,8,76.088
-152,9,70.796
-152,10,76.217
-152,11,77.92
-152,12,83.992
-152,13,90.26
-152,14,96.478
-152,15,101.772
-152,16,104.718
-152,17,111.424
-152,18,113.743
-152,19,98.23
-152,20,87.434
-152,21,78.369
-152,22,80.831
-152,23,77.916
-152,24,80.223
-152,25,80.143
-152,26,75.796
-152,27,82.817
-152,28,96.556
-152,29,110.759
-152,30,112.963
-152,31,106.466
-152,32,98.911
-152,33,92.622
-152,34,88.393
-152,35,87.696
-152,36,80.493
-152,37,68.63
-152,38,72.256
-152,39,85.242
-152,40,74.192
-152,41,69.661
-152,42,65.852
-152,43,68.255
-152,44,68.997
-152,45,70.826
-152,46,73.97
-152,47,82.188
-152,48,91.315
-152,49,82.07
-152,50,69.388
-152,51,53.984
-152,52,47.495
-152,53,59.269
-152,54,59.893
-152,55,52.146
-152,56,60.265
-152,57,43.539
-152,58,57.189
-152,59,53.504
-152,60,137.766
-152,61,143.194
-152,62,79.007
-152,63,58.607
-152,64,56.454
-152,65,56.704
-152,66,49.333
-152,67,94.733
-152,68,90.885
-152,69,203.368
-152,70,190.744
-152,71,191.27
-152,72,174.317
-152,73,152.011
-152,74,103.159
-152,75,100.369
-152,76,91.975
-152,77,84.788
-152,78,101.198
-152,79,110.628
-152,80,103.571
-152,81,91.027
-152,82,103.995
-152,83,122.642
-152,84,112.902
-152,85,113.257
-152,86,105.357
-152,87,142.863
-152,88,158.899
-152,89,99.563
-152,90,71.848
-151,-90,260.502
-151,-89,245.944
-151,-88,168.301
-151,-87,95.089
-151,-86,47.718
-151,-85,60.594
-151,-84,41.227
-151,-83,37.536
-151,-82,39.782
-151,-81,47.604
-151,-80,56.368
-151,-79,66.414
-151,-78,50.211
-151,-77,35.78
-151,-76,29.644
-151,-75,53.16
-151,-74,58.076
-151,-73,64.853
-151,-72,61.168
-151,-71,63.973
-151,-70,67.602
-151,-69,63.011
-151,-68,62.222
-151,-67,59.606
-151,-66,56.082
-151,-65,47.472
-151,-64,46.238
-151,-63,47.2
-151,-62,41.61
-151,-61,30.866
-151,-60,45.465
-151,-59,40.261
-151,-58,37.643
-151,-57,46.858
-151,-56,35.654
-151,-55,35.673
-151,-54,41.196
-151,-53,51.227
-151,-52,62.047
-151,-51,65.649
-151,-50,65.211
-151,-49,58.279
-151,-48,66.569
-151,-47,72.622
-151,-46,71.678
-151,-45,75.686
-151,-44,97.717
-151,-43,112.679
-151,-42,135.725
-151,-41,134.137
-151,-40,125.885
-151,-39,113.39
-151,-38,106.193
-151,-37,106.298
-151,-36,114.036
-151,-35,122.334
-151,-34,140.318
-151,-33,152.79
-151,-32,152.025
-151,-31,127.043
-151,-30,94.61
-151,-29,89.922
-151,-28,85.744
-151,-27,78.392
-151,-26,75.778
-151,-25,76.065
-151,-24,68.538
-151,-23,75.153
-151,-22,75.631
-151,-21,72.335
-151,-20,47.353
-151,-19,62.379
-151,-18,53.026
-151,-17,65.519
-151,-16,64.912
-151,-15,57.758
-151,-14,68.25
-151,-13,83.186
-151,-12,76.646
-151,-11,74.174
-151,-10,66.484
-151,-9,66.072
-151,-8,68.489
-151,-7,110.605
-151,-6,108.723
-151,-5,98.534
-151,-4,99.675
-151,-3,96.279
-151,-2,88.371
-151,-1,86.111
-151,0,88.464
-151,1,86.323
-151,2,87.766
-151,3,88.185
-151,4,91.999
-151,5,81.807
-151,6,75.589
-151,7,74.257
-151,8,61.391
-151,9,60.697
-151,10,73.728
-151,11,73.471
-151,12,86.887
-151,13,98.138
-151,14,103.202
-151,15,99.583
-151,16,99.946
-151,17,102.416
-151,18,108.5
-151,19,98.94
-151,20,84.47
-151,21,82.291
-151,22,80.298
-151,23,69.45
-151,24,75.125
-151,25,76.672
-151,26,76.545
-151,27,83.931
-151,28,98.346
-151,29,106.052
-151,30,108.108
-151,31,103.005
-151,32,96.611
-151,33,90.216
-151,34,87.148
-151,35,89.687
-151,36,84.486
-151,37,74.551
-151,38,79.33
-151,39,91.322
-151,40,84.096
-151,41,70.525
-151,42,67.737
-151,43,62.615
-151,44,64.486
-151,45,63.017
-151,46,67.056
-151,47,75.253
-151,48,90.129
-151,49,77.837
-151,50,70.117
-151,51,52.45
-151,52,48.353
-151,53,59.477
-151,54,53.399
-151,55,38.244
-151,56,35.246
-151,57,27.339
-151,58,51.92
-151,59,46.719
-151,60,103.372
-151,61,103.339
-151,62,62.926
-151,63,54.026
-151,64,56.262
-151,65,54.29
-151,66,49.593
-151,67,56.894
-151,68,102.7
-151,69,209.92
-151,70,196.077
-151,71,187.803
-151,72,165.454
-151,73,136.003
-151,74,102.14
-151,75,104.362
-151,76,89.955
-151,77,83.688
-151,78,98.673
-151,79,116.063
-151,80,108.332
-151,81,93.046
-151,82,107.525
-151,83,122.339
-151,84,111.364
-151,85,113.258
-151,86,104.078
-151,87,144.123
-151,88,158.711
-151,89,100.21
-151,90,71.848
-150,-90,260.323
-150,-89,245.94
-150,-88,170.315
-150,-87,93.999
-150,-86,51.439
-150,-85,60.837
-150,-84,41.391
-150,-83,37.384
-150,-82,41.281
-150,-81,48.929
-150,-80,53.966
-150,-79,64.247
-150,-78,52.218
-150,-77,38.072
-150,-76,32.111
-150,-75,50.271
-150,-74,55.236
-150,-73,63.767
-150,-72,65.245
-150,-71,64.669
-150,-70,67.592
-150,-69,64.464
-150,-68,66.464
-150,-67,63.044
-150,-66,60.211
-150,-65,48.577
-150,-64,48.272
-150,-63,47.816
-150,-62,45.887
-150,-61,39.453
-150,-60,44.13
-150,-59,39.8
-150,-58,41.228
-150,-57,44.653
-150,-56,36.243
-150,-55,34.852
-150,-54,36.491
-150,-53,41.805
-150,-52,57.617
-150,-51,61.344
-150,-50,59.176
-150,-49,59.167
-150,-48,63.368
-150,-47,70.479
-150,-46,66.611
-150,-45,75.501
-150,-44,88.515
-150,-43,102.564
-150,-42,125.685
-150,-41,123.438
-150,-40,111.871
-150,-39,100.38
-150,-38,91.311
-150,-37,97.836
-150,-36,113.764
-150,-35,123.425
-150,-34,143.011
-150,-33,155.598
-150,-32,151.436
-150,-31,129.783
-150,-30,102.443
-150,-29,93.725
-150,-28,85.851
-150,-27,76.169
-150,-26,79.251
-150,-25,79.376
-150,-24,78.638
-150,-23,74.644
-150,-22,70.661
-150,-21,68.23
-150,-20,45.978
-150,-19,55.051
-150,-18,62.432
-150,-17,62.825
-150,-16,72.58
-150,-15,59.371
-150,-14,65.322
-150,-13,78.804
-150,-12,71.533
-150,-11,81.187
-150,-10,64.071
-150,-9,70.926
-150,-8,71.472
-150,-7,101.594
-150,-6,114.058
-150,-5,105.388
-150,-4,105.35
-150,-3,112.392
-150,-2,102.299
-150,-1,89.405
-150,0,95.998
-150,1,92.538
-150,2,91.003
-150,3,88.548
-150,4,82.844
-150,5,73.32
-150,6,72.142
-150,7,76.637
-150,8,55.799
-150,9,54.127
-150,10,67.802
-150,11,68.336
-150,12,89.416
-150,13,101.692
-150,14,104.796
-150,15,99.237
-150,16,98.207
-150,17,95.76
-150,18,101.04
-150,19,92.8
-150,20,80.899
-150,21,85.658
-150,22,86.778
-150,23,75.374
-150,24,77.216
-150,25,80.749
-150,26,82.293
-150,27,85.536
-150,28,96.655
-150,29,101.869
-150,30,101.063
-150,31,101.849
-150,32,100.208
-150,33,96.381
-150,34,88.481
-150,35,88.787
-150,36,92.823
-150,37,86.655
-150,38,80.685
-150,39,87.504
-150,40,99.055
-150,41,74.186
-150,42,70.824
-150,43,62.406
-150,44,64.686
-150,45,59.61
-150,46,62.499
-150,47,74.68
-150,48,86.737
-150,49,73.39
-150,50,72.295
-150,51,53.523
-150,52,52.222
-150,53,57.303
-150,54,50.336
-150,55,28.677
-150,56,31.15
-150,57,29.793
-150,58,43.354
-150,59,45.451
-150,60,69.796
-150,61,64.887
-150,62,57.824
-150,63,64.885
-150,64,56.672
-150,65,49.039
-150,66,51.735
-150,67,58.889
-150,68,134.124
-150,69,213.598
-150,70,203.852
-150,71,185.241
-150,72,157.721
-150,73,129.826
-150,74,103.998
-150,75,109.514
-150,76,87.258
-150,77,82.677
-150,78,97.741
-150,79,121.956
-150,80,113.092
-150,81,94.904
-150,82,105.241
-150,83,122.036
-150,84,109.825
-150,85,113.259
-150,86,102.799
-150,87,145.383
-150,88,150.347
-150,89,100.182
-150,90,71.848
-149,-90,260.143
-149,-89,245.937
-149,-88,172.329
-149,-87,92.909
-149,-86,55.16
-149,-85,61.081
-149,-84,41.556
-149,-83,37.481
-149,-82,42.779
-149,-81,50.253
-149,-80,52.774
-149,-79,62.08
-149,-78,54.225
-149,-77,40.148
-149,-76,34.892
-149,-75,46.975
-149,-74,51.822
-149,-73,61.122
-149,-72,69.399
-149,-71,66.211
-149,-70,66.798
-149,-69,66.154
-149,-68,70.112
-149,-67,64.867
-149,-66,64.137
-149,-65,51.415
-149,-64,53.143
-149,-63,47.945
-149,-62,48.044
-149,-61,47.593
-149,-60,40.889
-149,-59,37.024
-149,-58,36.501
-149,-57,38.319
-149,-56,36.275
-149,-55,34.403
-149,-54,35.037
-149,-53,45.273
-149,-52,49.999
-149,-51,55.468
-149,-50,54.929
-149,-49,62.055
-149,-48,70.075
-149,-47,69.338
-149,-46,68.367
-149,-45,80.477
-149,-44,77.457
-149,-43,90.709
-149,-42,101.92
-149,-41,102.169
-149,-40,96.026
-149,-39,83.863
-149,-38,77.861
-149,-37,88.445
-149,-36,107.539
-149,-35,118.769
-149,-34,138.163
-149,-33,149.367
-149,-32,143.328
-149,-31,127.287
-149,-30,107.273
-149,-29,93.743
-149,-28,70.147
-149,-27,72.367
-149,-26,76.019
-149,-25,79.172
-149,-24,78.773
-149,-23,74.704
-149,-22,70.766
-149,-21,73.268
-149,-20,52.825
-149,-19,55.115
-149,-18,51.061
-149,-17,67.501
-149,-16,67.544
-149,-15,69.903
-149,-14,78.852
-149,-13,74.387
-149,-12,85.645
-149,-11,88.284
-149,-10,69.599
-149,-9,84.38
-149,-8,91.555
-149,-7,102.879
-149,-6,110.856
-149,-5,114.92
-149,-4,116.471
-149,-3,124.935
-149,-2,117.573
-149,-1,105.927
-149,0,104.023
-149,1,95.113
-149,2,89.72
-149,3,88.129
-149,4,83.712
-149,5,76.353
-149,6,73.762
-149,7,81.324
-149,8,72.966
-149,9,59.467
-149,10,64.401
-149,11,65.011
-149,12,83.778
-149,13,101.694
-149,14,103.019
-149,15,95.912
-149,16,96.252
-149,17,90.344
-149,18,95.006
-149,19,88.83
-149,20,86.653
-149,21,84.375
-149,22,70.261
-149,23,85.257
-149,24,69.84
-149,25,80.196
-149,26,85.292
-149,27,82.77
-149,28,86.28
-149,29,94.077
-149,30,96.194
-149,31,103.116
-149,32,103.528
-149,33,98.368
-149,34,88.774
-149,35,87.891
-149,36,88.816
-149,37,81.135
-149,38,73.98
-149,39,84.512
-149,40,93.645
-149,41,76.847
-149,42,71.367
-149,43,63.532
-149,44,67.364
-149,45,59.747
-149,46,62.888
-149,47,76.338
-149,48,78.701
-149,49,69.745
-149,50,65.225
-149,51,48.212
-149,52,47.292
-149,53,51.315
-149,54,45.916
-149,55,29.28
-149,56,26.59
-149,57,32.22
-149,58,39.201
-149,59,39.599
-149,60,50.545
-149,61,80.515
-149,62,86.283
-149,63,101.692
-149,64,75.969
-149,65,45.28
-149,66,52.093
-149,67,61.146
-149,68,159.479
-149,69,201.236
-149,70,200.399
-149,71,175.819
-149,72,155.12
-149,73,131.832
-149,74,106.081
-149,75,113.647
-149,76,85.943
-149,77,82.234
-149,78,97.302
-149,79,128.001
-149,80,113.842
-149,81,94.756
-149,82,102.957
-149,83,121.732
-149,84,108.286
-149,85,113.26
-149,86,101.52
-149,87,146.642
-149,88,151.732
-149,89,100.154
-149,90,71.848
-148,-90,259.963
-148,-89,245.933
